6.605505,10.707333
6.732534,10.707333
6.859562,10.837119
6.986591,10.837119
7.113620,10.837119
7.240649,10.837119
7.367678,10.837119
7.494707,10.837119
7.621736,10.837119
7.748765,10.837119
7.875794,10.837119
8.002823,10.837119
8.129852,10.837119
8.256881,10.837119
8.383910,10.707333
8.510939,10.707333
9.908257,10.837119
10.035286,10.837119
10.162315,10.837119
10.289344,10.837119
10.416373,10.837119
10.543402,10.837119
10.670430,10.837119
10.797459,10.837119
10.924488,10.837119
11.051517,10.837119
11.178546,10.837119
11.305575,10.837119
11.432604,10.837119
11.559633,10.837119
11.686662,10.837119
11.813691,10.837119
11.940720,10.837119
12.067749,10.772226
12.702893,10.837119
12.829922,10.837119
12.956951,10.837119
13.083980,10.837119
13.211009,10.837119
13.338038,10.837119
13.465067,10.837119
13.592096,10.837119
13.719125,10.837119
13.846154,10.837119
13.973183,10.837119
14.100212,10.837119
14.227241,10.837119
14.354270,10.837119
14.481299,10.837119
14.608327,10.837119
14.735356,10.837119
14.862385,42.569760
14.989414,42.569760
15.116443,42.569760
15.243472,42.569760
15.370501,42.569760
15.497530,42.569760
15.624559,42.569760
17.911080,10.707333
18.038109,10.707333
18.165138,10.707333
18.292167,10.707333
18.419195,10.707333
18.546224,10.707333
18.673253,10.707333
25.913903,10.772226
26.040932,10.772226
26.167960,10.772226
26.294989,10.772226
26.422018,10.772226
26.549047,10.772226
26.676076,10.772226
26.803105,10.772226
26.930134,10.772226
27.057163,10.772226
27.184192,10.772226
27.311221,10.772226
27.438250,10.772226
27.565279,10.772226
29.724771,10.772226
29.851800,10.772226
29.978829,10.772226
30.105857,10.772226
30.232886,10.772226
30.359915,10.772226
30.486944,10.772226
30.613973,10.772226
30.741002,10.772226
30.868031,10.772226
30.995060,10.772226
31.122089,10.772226
31.249118,10.772226
31.376147,10.772226
31.503176,10.772226
31.630205,10.772226
39.887085,12.848799
40.014114,12.848799
40.141143,13.627515
40.268172,13.627515
40.395201,13.627515
40.522230,13.627515
40.649259,13.627515
40.776288,13.627515
40.903317,13.627515
41.030346,13.627515
41.157375,15.574302
41.284404,15.574302
41.411433,15.704088
41.538462,15.704088
41.665490,16.482803
41.792519,16.482803
41.919548,16.482803
42.046577,16.482803
42.173606,16.482803
42.300635,16.482803
42.427664,16.482803
42.554693,16.482803
42.681722,21.284880
42.808751,21.284880
42.935780,22.193381
43.062809,22.193381
43.189838,22.582738
43.316867,22.582738
43.443896,23.361454
43.570924,23.361454
43.697953,23.361454
43.824982,23.361454
43.952011,23.361454
44.079040,23.361454
44.206069,23.361454
44.333098,23.296561
44.460127,23.231668
44.587156,23.166775
44.841214,21.090201
45.222301,17.391304
45.349330,17.391304
45.476359,17.391304
45.603387,17.391304
45.730416,17.391304
45.857445,17.391304
45.984474,17.391304
46.111503,17.326411
46.238532,17.131733
46.365561,17.066840
46.492590,16.093446
46.619619,16.028553
46.746648,15.314731
46.873677,15.314731
47.000706,15.314731
47.127735,15.249838
47.254764,14.665801
47.381793,14.600909
47.508821,13.757300
47.635850,13.692408
47.762879,13.367943
47.889908,13.303050
48.016937,12.848799
48.143966,12.783907
48.270995,11.940299
48.398024,11.875406
48.525053,11.680727
48.652082,11.615834
48.779111,11.291369
48.906140,11.226476
49.033169,11.161583
49.160198,11.096690
49.287227,11.031798
49.414255,11.031798
49.541284,11.031798
